0,10.1
1,10
2,10.1
3,8
4,8.2
5,6.5
6,6.6
7,5
8,2.4
9,1.3
10,0.2
11,-2.4
12,-3.3
13,-4.5
14,-5.6
15,-6
16,-6.3
17,-8.3
18,-7.6
19,-7.6
20,-7.9
21,-7.6
22,-7.2
23,-6
24,-6.3
25,-4.6
26,-3.4
27,-2.9
28,-1.6
29,-1.3
30,-0.3
31,0.5
32,1.4
33,1.8
34,3
35,3.1
36,3.9
37,3.4
38,3.8
39,3
40,3.5
41,2.7
42,2.6
43,2.4
44,1.5
45,0.8
46,0.4
47,0.6
48,0.8
49,0.6
50,-0.1
51,-0.2
52,0.2
53,0.4
54,0.6
55,1.3
56,1.3
57,1.7
58,2.6
59,3
60,3.1
61,3.4
62,3.4
63,4
64,3.5
65,2.9
66,3.1
67,2.2
68,1.7
69,0.1
70,0.2
71,-0.2
72,-2.5
73,-3.8
74,-3.2
75,-5.7
76,-5.9
77,-6.5
78,-7.3
79,-7.5
80,-8.4
81,-8.4
82,-8.3
83,-8.5
84,-7.1
85,-6.2
86,-5.3
87,-3.8
88,-2.4
89,-1.7
90,-0.4
91,1.6
92,3
93,3.9
94,5.6
95,7.3
96,8
97,9.1
98,8.6
99,10.1
100,9.8
101,9.9
102,9.2
103,8.8
104,7.7
105,7.2
106,6.1
107,3.9
108,3.6
109,2.1
110,-0.3
111,-2.4
112,-2.7
113,-3.9
114,-5.3
115,-7
116,-6.5
117,-8.1
118,-8.7
119,-7.5
120,-8.1
121,-8.7
122,-7.5
123,-6.9
124,-5.6
125,-5.1
126,-3.8
127,-3.3
128,-2.4
129,-1
130,0.7
131,0.5
132,1.5
133,2.8
134,2.7
135,3.2
136,3.4
137,4.4
138,3.7
139,3.3
140,3.1
141,3
142,2.3
143,2
144,1.3
145,1.5
146,-0.2
147,0.1
148,0.4
149,0.3
150,0
151,0
152,0.4
153,0
154,0.7
155,1.1
156,1.3
157,2.4
158,2.6
159,3.1
160,3.2
161,2.8
162,3.8
163,3.7
164,3.1
165,4
166,2.9
167,2
168,2.5
169,0.3
170,0
171,-1.1
172,-2.1
173,-2.5
174,-3.5
175,-4.4
176,-6.2
177,-7.3
178,-7.1
179,-7.6
180,-9.2
181,-8.2
182,-8.3
183,-7.3
184,-6.8
185,-6.4
186,-5.5
187,-4.7
188,-3.1
189,-1.2
190,-0.1
191,1.7
192,2.7
193,4
194,5.6
195,6.4
196,7.4
197,8.4
198,9.9
199,10.6
