0,10.4
1,10.2
2,9.1
3,8.5
4,7.5
5,7
6,5.4
7,4.3
8,2.8
9,2
10,0
11,0.2
12,-3.4
13,-4.6
14,-6.3
15,-6.4
16,-6.4
17,-8.1
18,-7.5
19,-7.9
20,-8.9
21,-7.7
22,-7.3
23,-6.7
24,-6.5
25,-5.1
26,-3.5
27,-2.8
28,-1.8
29,-1.3
30,0.2
31,0.9
32,2.3
33,1.8
34,3
35,3.3
36,3.9
37,3.7
38,3.6
39,2.8
40,2.4
41,2.4
42,1.3
43,2.4
44,1.5
45,0.9
46,0.2
47,0.5
48,0.6
49,1
50,-0.9
51,0.3
52,0
53,0.9
54,0.6
55,1.3
56,1.7
57,1.7
58,1.8
59,3.5
60,3.3
61,3.8
62,3.9
63,3.4
64,2.7
65,2.4
66,2.4
67,1.8
68,3.2
69,1.4
70,-0.4
71,-1
72,-2.4
73,-2.7
74,-3.4
75,-4.6
76,-5.6
77,-6.7
78,-7.3
79,-6.4
80,-8.5
81,-7.8
82,-8.6
83,-7.2
84,-7
85,-6.6
86,-5.4
87,-3.5
88,-2.5
89,-1.3
90,-0.1
91,1.4
92,2.2
93,4.2
94,5.8
95,6.7
96,7.7
97,8.4
98,9.4
99,10.3
100,10.4
101,10.9
102,10.6
103,9.2
104,8
105,6.5
106,6.7
107,4.9
108,2.3
109,1.6
110,0
111,-1.6
112,-2.3
113,-5.7
114,-5.7
115,-5.4
116,-6.7
117,-7.1
118,-8.7
119,-8.5
120,-7
121,-7.6
122,-7
123,-6.6
124,-6
125,-5.2
126,-3.9
127,-3.8
128,-2.1
129,-1.3
130,-0.6
131,0.5
132,2.5
133,2.9
134,2.3
135,3.9
136,2.7
137,3.7
138,3.5
139,2.9
140,2.3
141,2.4
142,2.1
143,0.6
144,1.5
145,1.2
146,0.9
147,0.5
148,0.4
149,-0.2
150,0.5
151,1
152,0.3
153,0.2
154,1.5
155,1.3
156,1.2
157,3.4
158,1.8
159,2.4
160,2.9
161,4.9
162,3.4
163,3.7
164,4.5
165,3.9
166,2.6
167,2
168,2.4
169,1.7
170,0.2
171,-1.3
172,-1.4
173,-3
174,-3.7
175,-5.7
176,-6.2
177,-7.1
178,-7.3
179,-8
180,-7.8
181,-9.5
182,-8.1
183,-7.1
184,-6.7
185,-6.6
186,-5.5
187,-3.3
188,-3.7
189,-1.9
190,-0.6
191,0.5
192,2.1
193,5.1
194,5.8
195,6.7
196,7.3
197,8.3
198,9.3
199,9.7
