#,original,noisy,hamming,input delta
0,10,10.2,97,-0.1999999999999993
1,9.9,10,100,-0.09999999999999964
2,9.5,9.1,45,0.40000000000000036
3,8.9,8.7,60,0.20000000000000107
4,8,8.1,100,-0.09999999999999964
5,7,6.9,100,0.09999999999999964
6,5.8,5.7,100,0.09999999999999964
7,4.4,4.4,100,0
8,3,3.1,65,-0.10000000000000009
9,1.5,1.5,100,0
10,0,0.3,90,-0.3
11,-1.5,-1.6,97,0.10000000000000009
12,-2.9,-3,100,0.10000000000000009
13,-4.2,-4.1,100,-0.10000000000000053
14,-5.3,-5.2,97,-0.09999999999999964
15,-6.3,-5.8,57,-0.5
16,-7.1,-7.3,80,0.20000000000000018
17,-7.7,-7.9,100,0.20000000000000018
18,-8,-7.8,100,-0.20000000000000018
19,-8.2,-8.1,100,-0.09999999999999964
20,-8.1,-8.1,100,0
21,-7.8,-8.1,100,0.2999999999999998
22,-7.3,-7.3,100,0
23,-6.7,-6.8,100,0.09999999999999964
24,-5.9,-6.2,67,0.2999999999999998
25,-5,-4.9,100,-0.09999999999999964
26,-4,-3.9,100,-0.10000000000000009
27,-3,-3.1,100,0.10000000000000009
28,-2,-2.3,27,0.2999999999999998
29,-1,-0.6,25,-0.4
30,0,0.1,100,-0.1
31,0.9,1.1,77,-0.20000000000000007
32,1.7,1.8,82,-0.10000000000000009
33,2.3,2.6,72,-0.30000000000000027
34,2.8,2.8,100,0
35,3.2,3,62,0.20000000000000018
36,3.4,3.6,97,-0.20000000000000018
37,3.5,3.8,85,-0.2999999999999998
38,3.5,3.8,85,-0.2999999999999998
39,3.3,3.2,97,0.09999999999999964
40,3.1,3.3,95,-0.19999999999999973
41,2.8,2.9,97,-0.10000000000000009
42,2.4,2.3,95,0.10000000000000009
43,1.9,2,82,-0.10000000000000009
44,1.5,1.6,95,-0.10000000000000009
45,1.1,1.1,100,0
46,0.7,0.6,90,0.09999999999999998
47,0.4,0.3,90,0.10000000000000003
48,0.2,0.1,95,0.1
49,0,-0.2,100,0.2
50,0,0.2,95,-0.2
51,0,-0.1,100,0.1
52,0.2,0.6,65,-0.39999999999999997
53,0.4,0.5,95,-0.09999999999999998
54,0.7,0.9,72,-0.20000000000000007
55,1.1,1.5,72,-0.3999999999999999
56,1.5,1.5,100,0
57,1.9,2.1,75,-0.20000000000000018
58,2.4,2.4,100,0
59,2.8,2.7,90,0.09999999999999964
60,3.1,3.4,92,-0.2999999999999998
61,3.3,3.3,100,0
62,3.5,3.5,100,0
63,3.5,3.5,100,0
64,3.4,3.3,97,0.10000000000000009
65,3.2,3.5,95,-0.2999999999999998
66,2.8,2.8,100,0
67,2.3,2.3,100,0
68,1.7,1.7,100,0
69,0.9,0.8,77,0.09999999999999998
70,0,0.2,95,-0.2
71,-1,-0.9,97,-0.09999999999999998
72,-2,-2.1,97,0.10000000000000009
73,-3,-3.1,100,0.10000000000000009
74,-4,-3.7,95,-0.2999999999999998
75,-5,-5.2,100,0.20000000000000018
76,-5.9,-5.9,100,0
77,-6.7,-6.7,100,0
78,-7.3,-7.5,80,0.20000000000000018
79,-7.8,-7.9,100,0.10000000000000053
80,-8.1,-8,100,-0.09999999999999964
81,-8.2,-8.1,100,-0.09999999999999964
82,-8,-8.3,100,0.3000000000000007
83,-7.7,-7.6,92,-0.10000000000000053
84,-7.1,-7.5,60,0.40000000000000036
85,-6.3,-6.4,97,0.10000000000000053
86,-5.3,-5.1,97,-0.20000000000000018
87,-4.2,-4.2,100,0
88,-2.9,-2.8,100,-0.10000000000000009
89,-1.5,-1.8,92,0.30000000000000004
90,0,-0.1,100,0.1
91,1.5,1.4,97,0.10000000000000009
92,3,2.9,90,0.10000000000000009
93,4.4,4.6,100,-0.1999999999999993
94,5.8,5.8,100,0
95,7,7,100,0
96,8,8.2,97,-0.1999999999999993
97,8.9,9.2,82,-0.29999999999999893
98,9.5,9.4,92,0.09999999999999964
99,9.9,10,100,-0.09999999999999964
100,10,9.9,100,0.09999999999999964
101,9.9,9.8,100,0.09999999999999964
102,9.5,9.5,100,0
103,8.9,9.1,100,-0.1999999999999993
104,8,8.2,97,-0.1999999999999993
105,7,7.3,100,-0.2999999999999998
106,5.8,6,100,-0.20000000000000018
107,4.4,4.2,100,0.20000000000000018
108,3,2.9,90,0.10000000000000009
109,1.5,1.6,95,-0.10000000000000009
110,0,-0.3,97,0.3
111,-1.5,-1.7,97,0.19999999999999996
112,-2.9,-3.3,100,0.3999999999999999
113,-4.2,-4,100,-0.20000000000000018
114,-5.3,-5.6,85,0.2999999999999998
115,-6.3,-6.2,97,-0.09999999999999964
116,-7.1,-7.2,97,0.10000000000000053
117,-7.7,-7.7,100,0
118,-8,-8,100,0
119,-8.2,-8.2,100,0
120,-8.1,-7.9,100,-0.1999999999999993
121,-7.8,-7.5,67,-0.2999999999999998
122,-7.3,-7.7,47,0.40000000000000036
123,-6.7,-6.9,97,0.20000000000000018
124,-5.9,-6,85,0.09999999999999964
125,-5,-5,100,0
126,-4,-4.1,100,0.09999999999999964
127,-3,-2.9,100,-0.10000000000000009
128,-2,-1.9,97,-0.10000000000000009
129,-1,-0.5,15,-0.5
130,0,-0.2,100,0.2
131,0.9,1.2,67,-0.29999999999999993
132,1.7,1.8,82,-0.10000000000000009
133,2.3,2.5,75,-0.20000000000000018
134,2.8,2.7,90,0.09999999999999964
135,3.2,3.2,100,0
136,3.4,3.5,100,-0.10000000000000009
137,3.5,3.4,100,0.10000000000000009
138,3.5,3.4,100,0.10000000000000009
139,3.3,3.1,95,0.19999999999999973
140,3.1,3.2,97,-0.10000000000000009
141,2.8,2.7,90,0.09999999999999964
142,2.4,2.4,100,0
143,1.9,1.7,75,0.19999999999999996
144,1.5,1.9,62,-0.3999999999999999
145,1.1,1.2,90,-0.09999999999999987
146,0.7,0.4,70,0.29999999999999993
147,0.4,0,80,0.4
148,0.2,0.6,65,-0.39999999999999997
149,0,0,100,0
150,0,-0.1,100,0.1
151,0,0.6,60,-0.6
152,0.2,0.4,85,-0.2
153,0.4,0.2,85,0.2
154,0.7,0.8,90,-0.10000000000000009
155,1.1,1.2,90,-0.09999999999999987
156,1.5,1.5,100,0
157,1.9,2,82,-0.10000000000000009
158,2.4,2.3,95,0.10000000000000009
159,2.8,3.1,52,-0.30000000000000027
160,3.1,3.2,97,-0.10000000000000009
161,3.3,3.1,95,0.19999999999999973
162,3.5,3.6,97,-0.10000000000000009
163,3.5,3.2,95,0.2999999999999998
164,3.4,3.3,97,0.10000000000000009
165,3.2,3.3,97,-0.09999999999999964
166,2.8,2.8,100,0
167,2.3,2,70,0.2999999999999998
168,1.7,1.5,87,0.19999999999999996
169,0.9,0.7,72,0.20000000000000007
170,0,-0.1,100,0.1
171,-1,-0.9,97,-0.09999999999999998
172,-2,-2,100,0
173,-3,-3,100,0
174,-4,-3.8,100,-0.20000000000000018
175,-5,-4.9,100,-0.09999999999999964
176,-5.9,-6.2,67,0.2999999999999998
177,-6.7,-6.8,100,0.09999999999999964
178,-7.3,-7.7,47,0.40000000000000036
179,-7.8,-8,100,0.20000000000000018
180,-8.1,-8,100,-0.09999999999999964
181,-8.2,-8,100,-0.1999999999999993
182,-8,-7.9,100,-0.09999999999999964
183,-7.7,-7.7,100,0
184,-7.1,-7.2,97,0.10000000000000053
185,-6.3,-6.1,95,-0.20000000000000018
186,-5.3,-5.6,85,0.2999999999999998
187,-4.2,-4,100,-0.20000000000000018
188,-2.9,-2.9,100,0
189,-1.5,-1.2,95,-0.30000000000000004
190,0,0,100,0
191,1.5,1.5,100,0
192,3,3.2,62,-0.20000000000000018
193,4.4,4.5,100,-0.09999999999999964
194,5.8,6,100,-0.20000000000000018
195,7,6.8,100,0.20000000000000018
196,8,8.2,97,-0.1999999999999993
197,8.9,9,100,-0.09999999999999964
198,9.5,9.4,92,0.09999999999999964
199,9.9,9.9,100,0
Average,90.845
