#,original,noisy,hamming,input delta
0,10,7.1,0,2.9000000000000004
1,9.9,10.8,0,-0.9000000000000004
2,9.5,10.3,85,-0.8000000000000007
3,8.9,6,0,2.9000000000000004
4,8,7.6,100,0.40000000000000036
5,7,5.6,35,1.4000000000000004
6,5.8,9.6,0,-3.8
7,4.4,5.5,35,-1.0999999999999996
8,3,4.4,0,-1.4000000000000004
9,1.5,-0.8,0,2.3
10,0,1.1,2,-1.1
11,-1.5,2.4,0,-3.9
12,-2.9,-4,30,1.1
13,-4.2,-6,0,1.7999999999999998
14,-5.3,-8.8,0,3.500000000000001
15,-6.3,-6.8,82,0.5
16,-7.1,-11,0,3.9000000000000004
17,-7.7,-8.3,100,0.6000000000000005
18,-8,-10.8,0,2.8000000000000007
19,-8.2,-4.7,0,-3.499999999999999
20,-8.1,-4,0,-4.1
21,-7.8,-9.1,0,1.2999999999999998
22,-7.3,-2.4,0,-4.9
23,-6.7,-6.7,100,0
24,-5.9,-4.9,50,-1
25,-5,-5.3,97,0.2999999999999998
26,-4,-2.8,30,-1.2000000000000002
27,-3,-4.2,30,1.2000000000000002
28,-2,-1.7,90,-0.30000000000000004
29,-1,-0.2,0,-0.8
30,0,0.8,40,-0.8
31,0.9,2.5,2,-1.6
32,1.7,5.3,0,-3.5999999999999996
33,2.3,6,0,-3.7
34,2.8,0.5,0,2.3
35,3.2,1.5,0,1.7000000000000002
36,3.4,4.4,0,-1.0000000000000004
37,3.5,4.9,0,-1.4000000000000004
38,3.5,1,0,2.5
39,3.3,-0.5,0,3.8
40,3.1,3.4,92,-0.2999999999999998
41,2.8,2.7,90,0.09999999999999964
42,2.4,2.7,62,-0.30000000000000027
43,1.9,0,0,1.9
44,1.5,2,45,-0.5
45,1.1,2.7,0,-1.6
46,0.7,1.3,32,-0.6000000000000001
47,0.4,2.4,0,-2
48,0.2,-2.1,0,2.3000000000000003
49,0,-3.4,0,3.4
50,0,0.5,75,-0.5
51,0,-0.3,97,0.3
52,0.2,-4.4,0,4.6000000000000005
53,0.4,-3.6,0,4
54,0.7,0.2,55,0.49999999999999994
55,1.1,1.1,100,0
56,1.5,0.9,50,0.6
57,1.9,1.1,42,0.7999999999999998
58,2.4,0,0,2.4
59,2.8,1.7,0,1.0999999999999999
60,3.1,-0.7,0,3.8
61,3.3,-2.1,0,5.4
62,3.5,7.3,0,-3.8
63,3.5,3.3,97,0.20000000000000018
64,3.4,3.4,100,0
65,3.2,1.6,0,1.6
66,2.8,2.7,90,0.09999999999999964
67,2.3,5.4,0,-3.1000000000000005
68,1.7,-3.5,0,5.2
69,0.9,1.9,32,-0.9999999999999999
70,0,-3.1,0,3.1
71,-1,-2.1,82,1.1
72,-2,-3.2,10,1.2000000000000002
73,-3,-0.3,0,-2.7
74,-4,-3.2,30,-0.7999999999999998
75,-5,-8.2,0,3.1999999999999993
76,-5.9,-4.6,15,-1.3000000000000007
77,-6.7,-14.4,0,7.7
78,-7.3,-6.1,30,-1.2000000000000002
79,-7.8,-9.1,0,1.2999999999999998
80,-8.1,-14.1,0,6
81,-8.2,-8.9,7,0.7000000000000011
82,-8,-12.1,0,4.1
83,-7.7,-6.4,0,-1.2999999999999998
84,-7.1,-5,0,-2.0999999999999996
85,-6.3,-4,0,-2.3
86,-5.3,-6.9,2,1.6000000000000005
87,-4.2,-3.4,32,-0.8000000000000003
88,-2.9,-1,0,-1.9
89,-1.5,-5,0,3.5
90,0,0.1,100,-0.1
91,1.5,-0.8,0,2.3
92,3,1.9,0,1.1
93,4.4,5.2,35,-0.7999999999999998
94,5.8,5.7,100,0.09999999999999964
95,7,10.6,0,-3.5999999999999996
96,8,2.6,0,5.4
97,8.9,10.7,5,-1.799999999999999
98,9.5,8.3,0,1.1999999999999993
99,9.9,7.7,0,2.2
100,10,7.8,0,2.2
101,9.9,10.4,90,-0.5
102,9.5,10.9,0,-1.4000000000000004
103,8.9,8.6,60,0.3000000000000007
104,8,4.3,0,3.7
105,7,3.6,0,3.4
106,5.8,3.4,0,2.4
107,4.4,7,0,-2.5999999999999996
108,3,6.8,0,-3.8
109,1.5,3,0,-1.5
110,0,-0.8,0,0.8
111,-1.5,-3.5,0,2
112,-2.9,-7,0,4.1
113,-4.2,-0.1,0,-4.1000000000000005
114,-5.3,-5.5,90,0.20000000000000018
115,-6.3,-5.1,17,-1.2000000000000002
116,-7.1,-7.4,80,0.3000000000000007
117,-7.7,-12.1,0,4.3999999999999995
118,-8,-7.3,47,-0.7000000000000002
119,-8.2,-6.9,0,-1.299999999999999
120,-8.1,-7.9,100,-0.1999999999999993
121,-7.8,-6.4,0,-1.3999999999999995
122,-7.3,-2.2,0,-5.1
123,-6.7,-3.8,0,-2.9000000000000004
124,-5.9,-5.6,65,-0.3000000000000007
125,-5,-8.3,0,3.3000000000000007
126,-4,-1.6,0,-2.4
127,-3,-5.8,0,2.8
128,-2,-7.1,0,5.1
129,-1,0.7,0,-1.7
130,0,-2.1,0,2.1
131,0.9,-2.1,0,3
132,1.7,2.1,50,-0.40000000000000013
133,2.3,-0.3,0,2.5999999999999996
134,2.8,0.1,0,2.6999999999999997
135,3.2,1.9,0,1.3000000000000003
136,3.4,6.4,0,-3.0000000000000004
137,3.5,2.1,0,1.4
138,3.5,2.2,0,1.2999999999999998
139,3.3,4,0,-0.7000000000000002
140,3.1,6.5,0,-3.4
141,2.8,-1.1,0,3.9
142,2.4,2.1,65,0.2999999999999998
143,1.9,1.5,62,0.3999999999999999
144,1.5,2.2,37,-0.7000000000000002
145,1.1,5,0,-3.9
146,0.7,3.1,0,-2.4000000000000004
147,0.4,-2.9,0,3.3
148,0.2,-2.7,0,2.9000000000000004
149,0,-4,0,4
150,0,1.7,0,-1.7
151,0,4.7,0,-4.7
152,0.2,4.1,0,-3.8999999999999995
153,0.4,-0.3,80,0.7
154,0.7,-1.8,0,2.5
155,1.1,-0.7,5,1.8
156,1.5,0.7,25,0.8
157,1.9,1.1,42,0.7999999999999998
158,2.4,7.1,0,-4.699999999999999
159,2.8,0.5,0,2.3
160,3.1,5.1,0,-1.9999999999999996
161,3.3,1.6,0,1.6999999999999997
162,3.5,6.3,0,-2.8
163,3.5,4.4,0,-0.9000000000000004
164,3.4,4.3,0,-0.8999999999999999
165,3.2,0.4,0,2.8000000000000003
166,2.8,5.2,0,-2.4000000000000004
167,2.3,0.9,2,1.4
168,1.7,3.2,0,-1.5000000000000002
169,0.9,4.7,0,-3.8000000000000003
170,0,-1.6,0,1.6
171,-1,-0.9,97,-0.09999999999999998
172,-2,-2.9,10,0.8999999999999999
173,-3,-3.6,42,0.6000000000000001
174,-4,-2.7,30,-1.2999999999999998
175,-5,-7.4,0,2.4000000000000004
176,-5.9,-8.5,0,2.5999999999999996
177,-6.7,-6.7,100,0
178,-7.3,-6.2,32,-1.0999999999999996
179,-7.8,-8.4,97,0.6000000000000005
180,-8.1,-10,0,1.9000000000000004
181,-8.2,-9.8,0,1.6000000000000014
182,-8,-9.2,0,1.1999999999999993
183,-7.7,-5.6,0,-2.1000000000000005
184,-7.1,-9.7,0,2.5999999999999996
185,-6.3,-7.8,0,1.5
186,-5.3,-0.2,0,-5.1
187,-4.2,-2.7,30,-1.5
188,-2.9,-3.6,42,0.7000000000000002
189,-1.5,-2.1,87,0.6000000000000001
190,0,-1.7,0,1.7
191,1.5,5.3,0,-3.8
192,3,4.9,0,-1.9000000000000004
193,4.4,4.7,100,-0.2999999999999998
194,5.8,5.6,97,0.20000000000000018
195,7,6.1,37,0.9000000000000004
196,8,8.3,95,-0.3000000000000007
197,8.9,7.8,45,1.1000000000000005
198,9.5,11.5,0,-2
199,9.9,10.6,42,-0.6999999999999993
Average,21.575
