#,original,noisy,hamming,input delta
0,10,10.4,90,-0.40000000000000036
1,9.9,9.7,95,0.20000000000000107
2,9.5,9.4,92,0.09999999999999964
3,8.9,9.3,70,-0.40000000000000036
4,8,9,45,-1
5,7,7.9,42,-0.9000000000000004
6,5.8,6.1,100,-0.2999999999999998
7,4.4,5.6,32,-1.1999999999999993
8,3,2.2,12,0.7999999999999998
9,1.5,1.6,95,-0.10000000000000009
10,0,-0.2,100,0.2
11,-1.5,-0.7,25,-0.8
12,-2.9,-3.4,97,0.5
13,-4.2,-4.6,67,0.39999999999999947
14,-5.3,-4.5,45,-0.7999999999999998
15,-6.3,-6.6,82,0.2999999999999998
16,-7.1,-7.2,97,0.10000000000000053
17,-7.7,-7.9,100,0.20000000000000018
18,-8,-8.1,100,0.09999999999999964
19,-8.2,-7.9,100,-0.29999999999999893
20,-8.1,-9.8,0,1.700000000000001
21,-7.8,-7.9,100,0.10000000000000053
22,-7.3,-9.5,0,2.2
23,-6.7,-7.1,72,0.39999999999999947
24,-5.9,-7.5,0,1.5999999999999996
25,-5,-5.1,100,0.09999999999999964
26,-4,-4,100,0
27,-3,-2.5,95,-0.5
28,-2,-3.3,10,1.2999999999999998
29,-1,-0.4,5,-0.6
30,0,0.6,60,-0.6
31,0.9,1.9,32,-0.9999999999999999
32,1.7,0.1,0,1.5999999999999999
33,2.3,2,70,0.2999999999999998
34,2.8,3.9,0,-1.1
35,3.2,2.4,2,0.8000000000000003
36,3.4,2.4,0,1
37,3.5,3.6,97,-0.10000000000000009
38,3.5,3.7,97,-0.20000000000000018
39,3.3,3.9,27,-0.6000000000000001
40,3.1,2.1,0,1
41,2.8,3.7,42,-0.9000000000000004
42,2.4,2,65,0.3999999999999999
43,1.9,0.6,0,1.2999999999999998
44,1.5,0.6,15,0.9
45,1.1,1.1,100,0
46,0.7,1.8,10,-1.1
47,0.4,0.3,90,0.10000000000000003
48,0.2,0.4,85,-0.2
49,0,-0.7,42,0.7
50,0,0.2,95,-0.2
51,0,0.1,100,-0.1
52,0.2,-0.2,95,0.4
53,0.4,-0.5,62,0.9
54,0.7,0.8,90,-0.10000000000000009
55,1.1,1.2,90,-0.09999999999999987
56,1.5,1.6,95,-0.10000000000000009
57,1.9,2.9,0,-1
58,2.4,3.2,2,-0.8000000000000003
59,2.8,2.1,17,0.6999999999999997
60,3.1,3.5,92,-0.3999999999999999
61,3.3,3.8,82,-0.5
62,3.5,4.5,0,-1
63,3.5,4.4,0,-0.9000000000000004
64,3.4,3.3,97,0.10000000000000009
65,3.2,2.8,50,0.40000000000000036
66,2.8,3.7,42,-0.9000000000000004
67,2.3,2.5,75,-0.20000000000000018
68,1.7,2,57,-0.30000000000000004
69,0.9,1,80,-0.09999999999999998
70,0,-0.2,100,0.2
71,-1,-0.5,15,-0.5
72,-2,-2.1,97,0.10000000000000009
73,-3,-3,100,0
74,-4,-4.5,82,0.5
75,-5,-5.6,82,0.5999999999999996
76,-5.9,-5.8,90,-0.10000000000000053
77,-6.7,-6,57,-0.7000000000000002
78,-7.3,-6.7,52,-0.5999999999999996
79,-7.8,-7.7,100,-0.09999999999999964
80,-8.1,-7.6,92,-0.5
81,-8.2,-8.7,57,0.5
82,-8,-8.3,100,0.3000000000000007
83,-7.7,-7.5,67,-0.20000000000000018
84,-7.1,-6.6,72,-0.5
85,-6.3,-6.2,97,-0.09999999999999964
86,-5.3,-6.2,22,0.9000000000000004
87,-4.2,-4.2,100,0
88,-2.9,-3.9,30,1
89,-1.5,-1.3,97,-0.19999999999999996
90,0,0.8,40,-0.8
91,1.5,1.4,97,0.10000000000000009
92,3,2.8,87,0.20000000000000018
93,4.4,3.9,70,0.5000000000000004
94,5.8,5.6,97,0.20000000000000018
95,7,7.5,77,-0.5
96,8,10.6,0,-2.5999999999999996
97,8.9,9.3,70,-0.40000000000000036
98,9.5,10.3,85,-0.8000000000000007
99,9.9,9.9,100,0
100,10,9.9,100,0.09999999999999964
101,9.9,10,100,-0.09999999999999964
102,9.5,10,95,-0.5
103,8.9,8.3,50,0.5999999999999996
104,8,8.1,100,-0.09999999999999964
105,7,7.6,42,-0.5999999999999996
106,5.8,5.4,97,0.39999999999999947
107,4.4,5.1,57,-0.6999999999999993
108,3,2.7,77,0.2999999999999998
109,1.5,2.2,37,-0.7000000000000002
110,0,0.4,80,-0.4
111,-1.5,0.1,0,-1.6
112,-2.9,-2.9,100,0
113,-4.2,-4.3,92,0.09999999999999964
114,-5.3,-5.7,75,0.40000000000000036
115,-6.3,-7.5,20,1.2000000000000002
116,-7.1,-7.5,60,0.40000000000000036
117,-7.7,-6.9,0,-0.7999999999999998
118,-8,-8.3,100,0.3000000000000007
119,-8.2,-7.9,100,-0.29999999999999893
120,-8.1,-9,0,0.9000000000000004
121,-7.8,-7.8,100,0
122,-7.3,-6.4,37,-0.8999999999999995
123,-6.7,-6.8,100,0.09999999999999964
124,-5.9,-5.7,77,-0.20000000000000018
125,-5,-5,100,0
126,-4,-2,2,-2
127,-3,-3.2,100,0.20000000000000018
128,-2,-0.2,0,-1.8
129,-1,-1.7,92,0.7
130,0,0.5,75,-0.5
131,0.9,0.8,77,0.09999999999999998
132,1.7,1,65,0.7
133,2.3,2,70,0.2999999999999998
134,2.8,2.8,100,0
135,3.2,3.3,97,-0.09999999999999964
136,3.4,3.8,85,-0.3999999999999999
137,3.5,3.2,95,0.2999999999999998
138,3.5,4,0,-0.5
139,3.3,3.3,100,0
140,3.1,3.8,77,-0.6999999999999997
141,2.8,2,17,0.7999999999999998
142,2.4,2.5,80,-0.10000000000000009
143,1.9,1.5,62,0.3999999999999999
144,1.5,0.3,0,1.2
145,1.1,1.4,75,-0.2999999999999998
146,0.7,0.3,60,0.39999999999999997
147,0.4,-0.5,62,0.9
148,0.2,-0.6,72,0.8
149,0,-0.4,90,0.4
150,0,0,100,0
