#,original,noisy,hamming,input delta
0,10,9.7,100,0.3
1,9.9,9.8,100,0.1
2,9.5,9.4,100,0.1
3,8.9,9.3,100,-0.4
4,8,8.7,55,-0.7
5,7,6.1,92,0.9
6,5.8,5.9,97,-0.1
7,4.4,4.7,45,-0.3
8,3,2.1,12,0.9
9,1.5,1.8,87,-0.3
10,0,0.1,97,-0.1
11,-1.5,-3,72,1.5
12,-2.9,-2.7,100,-0.2
13,-4.2,-2.9,17,-1.3
14,-5.3,-4.6,90,-0.7
15,-6.3,-6.1,62,-0.2
16,-7.1,-7,100,-0.1
17,-7.7,-7.6,100,-0.1
18,-8,-9,95,1
19,-8.2,-7.9,100,-0.3
20,-8.1,-7.8,100,-0.3
21,-7.8,-7.9,100,0.1
22,-7.3,-7.6,97,0.3
23,-6.7,-6.2,67,-0.5
24,-5.9,-6,100,0.1
25,-5,-4,82,-1
26,-4,-4.7,87,0.7
27,-3,-3.5,65,0.5
28,-2,-1.4,92,-0.6
29,-1,-2.1,65,1.1
30,0,0.3,87,-0.3
31,0.9,1.4,55,-0.5
32,1.7,1.8,97,-0.1
33,2.3,1.5,27,0.8
34,2.8,2.7,87,0.1
35,3.2,3.4,87,-0.2
36,3.4,3.4,100,0
37,3.5,3.6,97,-0.1
38,3.5,3.6,97,-0.1
39,3.3,3.7,97,-0.4
40,3.1,3,87,0.1
41,2.8,2.9,90,-0.1
42,2.4,2.1,62,0.3
43,1.9,2.2,65,-0.3
44,1.5,1.6,97,-0.1
45,1.1,1.5,82,-0.4
46,0.7,0.9,67,-0.2
47,0.4,0.3,97,0.1
48,0.2,0.4,90,-0.2
49,0,-0.6,95,0.6
50,0,0.3,87,-0.3
51,0,-0.3,97,0.3
52,0.2,0.1,97,0.1
53,0.4,0.8,65,-0.4
54,0.7,0.4,70,0.3
55,1.1,0,2,1.1
56,1.5,2.4,17,-0.9
57,1.9,1.5,72,0.4
58,2.4,2,50,0.4
59,2.8,2.9,90,-0.1
60,3.1,4,67,-0.9
61,3.3,3.2,87,0.1
62,3.5,3.3,100,0.2
63,3.5,4.4,70,-0.9
64,3.4,3.7,97,-0.3
65,3.2,3.3,87,-0.1
66,2.8,2.2,37,0.6
67,2.3,2.7,62,-0.4
68,1.7,1.3,82,0.4
69,0.9,1.7,47,-0.8
70,0,-0.2,100,0.2
71,-1,-1.1,75,0.1
72,-2,-2.2,100,0.2
73,-3,-1.4,70,-1.6
74,-4,-3.7,70,-0.3
75,-5,-5,100,0
76,-5.9,-5.5,90,-0.4
77,-6.7,-6.6,100,-0.1
78,-7.3,-8,97,0.7
79,-7.8,-7.9,100,0.1
80,-8.1,-8.4,100,0.3
81,-8.2,-8.1,100,-0.1
82,-8,-8.2,100,0.2
83,-7.7,-8,100,0.3
84,-7.1,-7.3,97,0.2
85,-6.3,-5.5,52,-0.8
86,-5.3,-4.6,90,-0.7
87,-4.2,-4.6,100,0.4
88,-2.9,-3.2,67,0.3
89,-1.5,-0.9,62,-0.6
90,0,-1,32,1
91,1.5,1,77,0.5
92,3,2,5,1
93,4.4,4.1,87,0.3
94,5.8,5.9,97,-0.1
95,7,6.1,92,0.9
96,8,8.1,97,-0.1
97,8.9,7.9,30,1
98,9.5,9.7,100,-0.2
99,9.9,9.6,100,0.3
100,10,9.5,100,0.5
101,9.9,11,67,-1.1
102,9.5,8.6,95,0.9
103,8.9,9.7,100,-0.8
104,8,8,100,0
105,7,7.3,80,-0.3
106,5.8,5.8,100,0
107,4.4,4,85,0.4
108,3,3,100,0
109,1.5,2,65,-0.5
110,0,-1.1,7,1.1
111,-1.5,-0.6,7,-0.9
112,-2.9,-2.4,95,-0.5
113,-4.2,-3.5,57,-0.7
114,-5.3,-4.7,92,-0.6
115,-6.3,-6.2,97,-0.1
116,-7.1,-7.7,95,0.6
117,-7.7,-8.1,100,0.4
118,-8,-7.8,100,-0.2
119,-8.2,-9.1,80,0.9
120,-8.1,-8.4,100,0.3
121,-7.8,-7.3,97,-0.5
122,-7.3,-7.6,97,0.3
123,-6.7,-7,87,0.3
124,-5.9,-5.8,95,-0.1
125,-5,-3.9,60,-1.1
126,-4,-3.1,47,-0.9
127,-3,-1.4,70,-1.6
128,-2,-1.9,100,-0.1
129,-1,-1.1,75,0.1
130,0,-0.6,95,0.6
131,0.9,0.9,100,0
132,1.7,1.1,75,0.6
133,2.3,2.2,87,0.1
134,2.8,2.8,100,0
135,3.2,3.3,87,-0.1
136,3.4,3.9,87,-0.5
137,3.5,3.9,87,-0.4
138,3.5,3.6,97,-0.1
139,3.3,4.1,82,-0.8
140,3.1,2.8,72,0.3
141,2.8,3.4,55,-0.6
142,2.4,2.8,62,-0.4
143,1.9,2.7,22,-0.8
144,1.5,0.1,0,1.4
145,1.1,2.8,0,-1.7
146,0.7,0,55,0.7
147,0.4,1.2,7,-0.8
148,0.2,0.4,90,-0.2
149,0,-0.9,40,0.9
150,0,1,2,-1
151,0,-0.4,97,0.4
152,0.2,1,5,-0.8
153,0.4,0.5,95,-0.1
154,0.7,0.8,95,-0.1
155,1.1,1.4,82,-0.3
156,1.5,1.8,87,-0.3
157,1.9,2.3,55,-0.4
158,2.4,2.8,62,-0.4
159,2.8,2.2,37,0.6
160,3.1,2.9,82,0.2
161,3.3,3.3,100,0
162,3.5,2.2,5,1.3
163,3.5,3.4,100,0.1
164,3.4,3.5,100,-0.1
