#,original,noisy,hamming,input delta
0,10,10.2,100,-0.2
1,9.9,10,100,-0.1
2,9.5,9.1,100,0.4
3,8.9,8.7,95,0.2
4,8,8.1,97,-0.1
5,7,6.9,100,0.1
6,5.8,5.7,100,0.1
7,4.4,4.4,100,0
8,3,3.1,87,-0.1
9,1.5,1.5,100,0
10,0,0.3,87,-0.3
11,-1.5,-1.6,97,0.1
12,-2.9,-3,95,0.1
13,-4.2,-4.1,92,-0.1
14,-5.3,-5.2,100,-0.1
15,-6.3,-5.8,57,-0.5
16,-7.1,-7.3,97,0.2
17,-7.7,-7.9,100,0.2
18,-8,-7.8,100,-0.2
19,-8.2,-8.1,100,-0.1
20,-8.1,-8.1,100,0
21,-7.8,-8.1,100,0.3
22,-7.3,-7.3,100,0
23,-6.7,-6.8,100,0.1
24,-5.9,-6.2,65,0.3
25,-5,-4.9,100,-0.1
26,-4,-3.9,77,-0.1
27,-3,-3.1,85,0.1
28,-2,-2.3,87,0.3
29,-1,-0.6,37,-0.4
30,0,0.1,97,-0.1
31,0.9,1.1,72,-0.2
32,1.7,1.8,97,-0.1
33,2.3,2.6,65,-0.3
34,2.8,2.8,100,0
35,3.2,3,82,0.2
36,3.4,3.6,97,-0.2
37,3.5,3.8,92,-0.3
38,3.5,3.8,92,-0.3
39,3.3,3.2,87,0.1
40,3.1,3.3,82,-0.2
41,2.8,2.9,90,-0.1
42,2.4,2.3,87,0.1
43,1.9,2,92,-0.1
44,1.5,1.6,97,-0.1
45,1.1,1.1,100,0
46,0.7,0.6,95,0.1
47,0.4,0.3,97,0.1
48,0.2,0.1,97,0.1
49,0,-0.2,100,0.2
50,0,0.2,95,-0.2
51,0,-0.1,100,0.1
52,0.2,0.6,62,-0.4
53,0.4,0.5,95,-0.1
54,0.7,0.9,67,-0.2
55,1.1,1.5,82,-0.4
56,1.5,1.5,100,0
57,1.9,2.1,77,-0.2
58,2.4,2.4,100,0
59,2.8,2.7,87,0.1
60,3.1,3.4,82,-0.3
61,3.3,3.3,100,0
62,3.5,3.5,100,0
63,3.5,3.5,100,0
64,3.4,3.3,100,0.1
65,3.2,3.5,87,-0.3
66,2.8,2.8,100,0
67,2.3,2.3,100,0
68,1.7,1.7,100,0
69,0.9,0.8,70,0.1
70,0,0.2,95,-0.2
71,-1,-0.9,92,-0.1
72,-2,-2.1,100,0.1
73,-3,-3.1,85,0.1
74,-4,-3.7,70,-0.3
75,-5,-5.2,97,0.2
76,-5.9,-5.9,100,0
77,-6.7,-6.7,100,0
78,-7.3,-7.5,97,0.2
79,-7.8,-7.9,100,0.1
80,-8.1,-8,100,-0.1
81,-8.2,-8.1,100,-0.1
82,-8,-8.3,100,0.3
83,-7.7,-7.6,100,-0.1
84,-7.1,-7.5,95,0.4
85,-6.3,-6.4,97,0.1
86,-5.3,-5.1,97,-0.2
87,-4.2,-4.2,100,0
88,-2.9,-2.8,100,-0.1
89,-1.5,-1.8,95,0.3
90,0,-0.1,100,0.1
91,1.5,1.4,100,0.1
92,3,2.9,95,0.1
93,4.4,4.6,67,-0.2
94,5.8,5.8,100,0
95,7,7,100,0
96,8,8.2,97,-0.2
97,8.9,9.2,100,-0.3
98,9.5,9.4,100,0.1
99,9.9,10,100,-0.1
100,10,9.9,100,0.1
101,9.9,9.8,100,0.1
102,9.5,9.5,100,0
103,8.9,9.1,100,-0.2
104,8,8.2,97,-0.2
105,7,7.3,80,-0.3
106,5.8,6,97,-0.2
107,4.4,4.2,97,0.2
108,3,2.9,95,0.1
109,1.5,1.6,97,-0.1
110,0,-0.3,97,0.3
111,-1.5,-1.7,97,0.2
112,-2.9,-3.3,67,0.4
113,-4.2,-4,90,-0.2
114,-5.3,-5.6,92,0.3
115,-6.3,-6.2,97,-0.1
116,-7.1,-7.2,100,0.1
117,-7.7,-7.7,100,0
118,-8,-8,100,0
119,-8.2,-8.2,100,0
120,-8.1,-7.9,100,-0.2
121,-7.8,-7.5,100,-0.3
122,-7.3,-7.7,97,0.4
123,-6.7,-6.9,87,0.2
124,-5.9,-6,100,0.1
125,-5,-5,100,0
126,-4,-4.1,97,0.1
127,-3,-2.9,95,-0.1
128,-2,-1.9,100,-0.1
129,-1,-0.5,35,-0.5
130,0,-0.2,100,0.2
131,0.9,1.2,67,-0.3
132,1.7,1.8,97,-0.1
133,2.3,2.5,67,-0.2
134,2.8,2.7,87,0.1
135,3.2,3.2,100,0
136,3.4,3.5,100,-0.1
137,3.5,3.4,100,0.1
138,3.5,3.4,100,0.1
139,3.3,3.1,82,0.2
140,3.1,3.2,95,-0.1
141,2.8,2.7,87,0.1
142,2.4,2.4,100,0
143,1.9,1.7,82,0.2
144,1.5,1.9,72,-0.4
145,1.1,1.2,95,-0.1
146,0.7,0.4,70,0.3
147,0.4,0,85,0.4
148,0.2,0.6,62,-0.4
149,0,0,100,0
150,0,-0.1,100,0.1
151,0,0.6,57,-0.6
152,0.2,0.4,90,-0.2
153,0.4,0.2,90,0.2
154,0.7,0.8,95,-0.1
155,1.1,1.2,95,-0.1
156,1.5,1.5,100,0
157,1.9,2,92,-0.1
158,2.4,2.3,87,0.1
159,2.8,3.1,72,-0.3
160,3.1,3.2,95,-0.1
161,3.3,3.1,82,0.2
162,3.5,3.6,97,-0.1
163,3.5,3.2,87,0.3
164,3.4,3.3,100,0.1
165,3.2,3.3,87,-0.1
166,2.8,2.8,100,0
167,2.3,2,62,0.3
168,1.7,1.5,90,0.2
169,0.9,0.7,67,0.2
170,0,-0.1,100,0.1
171,-1,-0.9,92,-0.1
172,-2,-2,100,0
173,-3,-3,100,0
174,-4,-3.8,75,-0.2
175,-5,-4.9,100,-0.1
176,-5.9,-6.2,65,0.3
177,-6.7,-6.8,100,0.1
178,-7.3,-7.7,97,0.4
179,-7.8,-8,100,0.2
180,-8.1,-8,100,-0.1
181,-8.2,-8,100,-0.2
182,-8,-7.9,100,-0.1
183,-7.7,-7.7,100,0
184,-7.1,-7.2,100,0.1
185,-6.3,-6.1,62,-0.2
186,-5.3,-5.6,92,0.3
187,-4.2,-4,90,-0.2
188,-2.9,-2.9,100,0
189,-1.5,-1.2,95,-0.3
190,0,0,100,0
191,1.5,1.5,100,0
192,3,3.2,82,-0.2
193,4.4,4.5,97,-0.1
194,5.8,6,97,-0.2
195,7,6.8,100,0.2
196,8,8.2,97,-0.2
197,8.9,9,100,-0.1
198,9.5,9.4,100,0.1
199,9.9,9.9,100,0
Average,92.02,,,
