#,original,noisy,hamming,input delta
0,10,10,100,0
1,9.9,12.6,0,-2.6999999999999993
2,9.5,8.5,92,1
3,8.9,12.4,0,-3.5
4,8,10.4,47,-2.4000000000000004
5,7,7.7,72,-0.7000000000000002
6,5.8,3,0,2.8
7,4.4,0.9,0,3.5000000000000004
8,3,4.1,52,-1.0999999999999996
9,1.5,5.5,0,-4
10,0,4.4,0,-4.4
11,-1.5,-3.8,30,2.3
12,-2.9,-3.7,57,0.8000000000000003
13,-4.2,-1.1,0,-3.1
14,-5.3,0.3,0,-5.6
15,-6.3,-6.4,97,0.10000000000000053
16,-7.1,-13.4,0,6.300000000000001
17,-7.7,-12.6,0,4.8999999999999995
18,-8,-7.4,100,-0.5999999999999996
19,-8.2,-3.8,0,-4.3999999999999995
20,-8.1,-11.9,0,3.8000000000000007
21,-7.8,-9.8,0,2.000000000000001
22,-7.3,-11,0,3.7
23,-6.7,-12.9,0,6.2
24,-5.9,-3.5,32,-2.4000000000000004
25,-5,-9.9,0,4.9
26,-4,-2.5,27,-1.5
27,-3,-0.8,22,-2.2
28,-2,1.7,0,-3.7
29,-1,0.6,20,-1.6
30,0,-2.6,0,2.6
31,0.9,-1.7,2,2.6
32,1.7,3.2,0,-1.5000000000000002
33,2.3,3.5,5,-1.2000000000000002
34,2.8,6,0,-3.2
35,3.2,1.9,0,1.3000000000000003
36,3.4,5.5,0,-2.1
37,3.5,11.7,0,-8.2
38,3.5,8.8,0,-5.300000000000001
39,3.3,-1.5,0,4.8
40,3.1,4.8,10,-1.6999999999999997
41,2.8,0.7,0,2.0999999999999996
42,2.4,-1.9,0,4.3
43,1.9,5.9,0,-4
44,1.5,3.7,0,-2.2
45,1.1,3.4,0,-2.3
46,0.7,4.7,0,-4
47,0.4,1.8,0,-1.4
48,0.2,0.2,100,0
49,0,0,100,0
50,0,-0.1,100,0.1
51,0,2.2,0,-2.2
52,0.2,2.5,0,-2.3
53,0.4,5,0,-4.6
54,0.7,-0.9,25,1.6
55,1.1,3.8,0,-2.6999999999999997
56,1.5,-3.1,0,4.6
57,1.9,6.8,0,-4.9
58,2.4,2.9,52,-0.5
59,2.8,3.8,50,-1
60,3.1,6.2,0,-3.1
61,3.3,2.9,65,0.3999999999999999
62,3.5,4.9,15,-1.4000000000000004
63,3.5,10.5,0,-7
64,3.4,1.2,0,2.2
65,3.2,4,72,-0.7999999999999998
66,2.8,3.3,55,-0.5
67,2.3,3.3,5,-1
68,1.7,9.5,0,-7.8
69,0.9,-1.8,0,2.7
70,0,-5.8,0,5.8
