#,original,noisy,hamming,input delta
0,10,10,100,0
1,9.9,9.7,100,0.2
2,9.5,9.6,100,-0.1
3,8.9,9.4,100,-0.5
4,8,8.5,57,-0.5
5,7,7.8,70,-0.8
6,5.8,5.7,100,0.1
7,4.4,4,85,0.4
8,3,2.9,95,0.1
9,1.5,2,65,-0.5
10,0,0.2,95,-0.2
11,-1.5,-1.8,95,0.3
12,-2.9,-3,95,0.1
13,-4.2,-4.5,100,0.3
14,-5.3,-5.2,100,-0.1
15,-6.3,-6.4,97,0.1
16,-7.1,-7.5,95,0.4
17,-7.7,-7.9,100,0.2
18,-8,-8.6,97,0.6
19,-8.2,-8,100,-0.2
20,-8.1,-7.9,100,-0.2
21,-7.8,-7.5,100,-0.3
22,-7.3,-6.9,97,-0.4
23,-6.7,-7,87,0.3
24,-5.9,-5.8,95,-0.1
25,-5,-4.7,95,-0.3
26,-4,-4,100,0
27,-3,-3,100,0
28,-2,-2.1,100,0.1
29,-1,-0.6,37,-0.4
30,0,-0.5,97,0.5
31,0.9,0.9,100,0
32,1.7,1.7,100,0
33,2.3,2.5,67,-0.2
34,2.8,2.7,87,0.1
35,3.2,3.5,87,-0.3
36,3.4,3.3,100,0.1
37,3.5,3.6,97,-0.1
38,3.5,3.3,100,0.2
39,3.3,3.7,97,-0.4
40,3.1,3,87,0.1
41,2.8,2.4,62,0.4
42,2.4,2.7,75,-0.3
43,1.9,2.4,45,-0.5
44,1.5,1.4,100,0.1
45,1.1,0.9,72,0.2
46,0.7,0.6,95,0.1
47,0.4,0.1,87,0.3
48,0.2,-0.1,95,0.3
49,0,0,100,0
50,0,0,100,0
51,0,0.2,95,-0.2
52,0.2,0.1,97,0.1
53,0.4,0.8,65,-0.4
54,0.7,0.8,95,-0.1
55,1.1,1.3,90,-0.2
56,1.5,1.5,100,0
57,1.9,1.6,75,0.3
58,2.4,2.3,87,0.1
59,2.8,2.8,100,0
60,3.1,2.6,57,0.5
61,3.3,3.3,100,0
62,3.5,3.5,100,0
63,3.5,3.1,82,0.4
64,3.4,3,70,0.4
65,3.2,3.3,87,-0.1
66,2.8,2.8,100,0
67,2.3,2.8,50,-0.5
68,1.7,1.4,90,0.3
69,0.9,0.7,67,0.2
70,0,-0.2,100,0.2
71,-1,-1,100,0
72,-2,-1.6,97,-0.4
73,-3,-3.4,65,0.4
74,-4,-3.5,67,-0.5
75,-5,-5.3,97,0.3
76,-5.9,-5.1,82,-0.8
77,-6.7,-6.9,87,0.2
78,-7.3,-7.3,100,0
79,-7.8,-7.9,100,0.1
80,-8.1,-8.2,100,0.1
81,-8.2,-7.6,100,-0.6
82,-8,-7.6,100,-0.4
83,-7.7,-7.7,100,0
84,-7.1,-7.5,95,0.4
85,-6.3,-6.5,82,0.2
86,-5.3,-4.9,97,-0.4
87,-4.2,-4.5,100,0.3
88,-2.9,-2.7,100,-0.2
89,-1.5,-1.5,100,0
90,0,0.3,87,-0.3
91,1.5,1.2,87,0.3
92,3,2.7,72,0.3
93,4.4,4.1,87,0.3
94,5.8,5.9,97,-0.1
95,7,7,100,0
96,8,7.6,77,0.4
97,8.9,8.9,100,0
98,9.5,9.2,100,0.3
99,9.9,10.2,100,-0.3
100,10,10.4,97,-0.4
101,9.9,9.9,100,0
102,9.5,9.1,100,0.4
103,8.9,9,100,-0.1
104,8,8.5,57,-0.5
105,7,7.5,75,-0.5
106,5.8,5.3,77,0.5
107,4.4,5,22,-0.6
108,3,2.7,72,0.3
109,1.5,0.8,25,0.7
110,0,-0.1,100,0.1
111,-1.5,-1.8,95,0.3
112,-2.9,-2.5,100,-0.4
113,-4.2,-4,90,-0.2
114,-5.3,-5.1,97,-0.2
115,-6.3,-6.6,70,0.3
116,-7.1,-7.3,97,0.2
117,-7.7,-7.6,100,-0.1
118,-8,-7.9,100,-0.1
119,-8.2,-8.3,100,0.1
120,-8.1,-8.5,97,0.4
121,-7.8,-8.3,100,0.5
122,-7.3,-7.7,97,0.4
123,-6.7,-7,87,0.3
124,-5.9,-5.9,100,0
125,-5,-4.8,100,-0.2
126,-4,-3.5,67,-0.5
127,-3,-3.3,72,0.3
128,-2,-1.7,97,-0.3
129,-1,-0.9,92,-0.1
130,0,0,100,0
131,0.9,1.5,55,-0.6
132,1.7,1.4,90,0.3
133,2.3,2.1,75,0.2
134,2.8,2.1,25,0.7
135,3.2,2.8,67,0.4
136,3.4,3.7,97,-0.3
137,3.5,3.5,100,0
138,3.5,3.6,97,-0.1
139,3.3,3.5,100,-0.2
140,3.1,3,87,0.1
141,2.8,2.9,90,-0.1
142,2.4,2.3,87,0.1
143,1.9,2.5,27,-0.6
144,1.5,1.5,100,0
145,1.1,0.5,15,0.6
146,0.7,0.9,67,-0.2
147,0.4,0.6,72,-0.2
148,0.2,0.2,100,0
149,0,-0.4,97,0.4
150,0,0.2,95,-0.2
151,0,0.9,22,-0.9
152,0.2,0.4,90,-0.2
153,0.4,-0.2,85,0.6
154,0.7,0.4,70,0.3
155,1.1,1.1,100,0
156,1.5,1.8,87,-0.3
157,1.9,1.3,65,0.6
158,2.4,2.4,100,0
159,2.8,3.3,55,-0.5
160,3.1,3.2,95,-0.1
161,3.3,3.4,100,-0.1
162,3.5,4,85,-0.5
163,3.5,3.4,100,0.1
164,3.4,3,70,0.4
165,3.2,3.2,100,0
166,2.8,2.6,85,0.2
167,2.3,1.8,40,0.5
168,1.7,1.8,97,-0.1
169,0.9,1.3,62,-0.4
170,0,-0.2,100,0.2
171,-1,-0.6,37,-0.4
172,-2,-2.2,100,0.2
173,-3,-3,100,0
174,-4,-3.7,70,-0.3
175,-5,-4.4,92,-0.6
176,-5.9,-6.1,100,0.2
177,-6.7,-7.3,85,0.6
178,-7.3,-7.3,100,0
179,-7.8,-7.6,100,-0.2
180,-8.1,-8.5,97,0.4
181,-8.2,-8.4,100,0.2
182,-8,-8.1,100,0.1
183,-7.7,-7.4,100,-0.3
184,-7.1,-7.6,95,0.5
185,-6.3,-6.1,62,-0.2
186,-5.3,-4.6,90,-0.7
187,-4.2,-3.9,67,-0.3
188,-2.9,-2.9,100,0
189,-1.5,-1.6,97,0.1
190,0,0,100,0
191,1.5,1.5,100,0
192,3,3.1,87,-0.1
193,4.4,4.6,67,-0.2
194,5.8,6.2,97,-0.4
195,7,7.3,80,-0.3
196,8,8.1,97,-0.1
197,8.9,8.2,52,0.7
198,9.5,9.5,100,0
199,9.9,9.9,100,0
Average,86.98,,,
