#,original,noisy,hamming,input delta
0,10,9.8,100,0.2
1,9.9,10,100,-0.1
2,9.5,9.3,100,0.2
3,8.9,8.8,100,0.1
4,8,8.1,97,-0.1
5,7,6.9,100,0.1
6,5.8,5.6,97,0.2
7,4.4,4.4,100,0
8,3,3.2,82,-0.2
9,1.5,1.5,100,0
10,0,0,100,0
11,-1.5,-1.4,97,-0.1
12,-2.9,-2.9,100,0
13,-4.2,-4.2,100,0
14,-5.3,-5.4,95,0.1
15,-6.3,-6.2,97,-0.1
16,-7.1,-7.1,100,0
17,-7.7,-7.7,100,0
18,-8,-8,100,0
19,-8.2,-8.4,100,0.2
20,-8.1,-8.2,100,0.1
21,-7.8,-7.7,100,-0.1
22,-7.3,-7.4,97,0.1
23,-6.7,-6.8,100,0.1
24,-5.9,-5.9,100,0
25,-5,-5.2,97,0.2
26,-4,-3.9,77,-0.1
27,-3,-3.2,72,0.2
28,-2,-1.9,100,-0.1
29,-1,-0.8,80,-0.2
30,0,0.1,97,-0.1
31,0.9,1,77,-0.1
32,1.7,1.7,100,0
33,2.3,2.1,75,0.2
34,2.8,2.8,100,0
35,3.2,3.2,100,0
36,3.4,3.2,87,0.2
37,3.5,3.5,100,0
38,3.5,3.6,97,-0.1
39,3.3,3.1,82,0.2
40,3.1,3.2,95,-0.1
41,2.8,2.8,100,0
42,2.4,2.5,80,-0.1
43,1.9,1.8,85,0.1
44,1.5,1.4,100,0.1
45,1.1,1.2,95,-0.1
46,0.7,0.8,95,-0.1
47,0.4,0.4,100,0
48,0.2,0.2,100,0
49,0,-0.2,100,0.2
50,0,0.1,97,-0.1
51,0,0,100,0
52,0.2,0.1,97,0.1
53,0.4,0.4,100,0
54,0.7,0.5,75,0.2
55,1.1,1,95,0.1
56,1.5,1.4,100,0.1
57,1.9,1.8,85,0.1
58,2.4,2.3,87,0.1
59,2.8,2.9,90,-0.1
60,3.1,3,87,0.1
61,3.3,3.4,100,-0.1
62,3.5,3.5,100,0
63,3.5,3.6,97,-0.1
64,3.4,3.4,100,0
65,3.2,3.2,100,0
66,2.8,2.8,100,0
67,2.3,2.3,100,0
68,1.7,1.8,97,-0.1
69,0.9,1.1,72,-0.2
70,0,0.1,97,-0.1
71,-1,-1.2,75,0.2
72,-2,-2.1,100,0.1
73,-3,-3,100,0
74,-4,-3.9,77,-0.1
