#,original,noisy,hamming,input delta
0,10,10.4,100,-0.40000000000000036
1,9.9,9.7,100,0.20000000000000107
2,9.5,9.4,100,0.09999999999999964
3,8.9,9.3,100,-0.40000000000000036
4,8,9,60,-1
5,7,7.9,57,-0.9000000000000004
6,5.8,6.1,95,-0.2999999999999998
7,4.4,5.6,67,-1.1999999999999993
8,3,2.2,57,0.7999999999999998
9,1.5,1.6,97,-0.10000000000000009
10,0,-0.2,97,0.2
11,-1.5,-0.7,40,-0.8
12,-2.9,-3.4,87,0.5
13,-4.2,-4.6,90,0.39999999999999947
14,-5.3,-4.5,92,-0.7999999999999998
15,-6.3,-6.6,85,0.2999999999999998
16,-7.1,-7.2,100,0.10000000000000053
17,-7.7,-7.9,100,0.20000000000000018
18,-8,-8.1,100,0.09999999999999964
19,-8.2,-7.9,100,-0.29999999999999893
20,-8.1,-9.8,0,1.700000000000001
21,-7.8,-7.9,100,0.10000000000000053
22,-7.3,-9.5,10,2.2
23,-6.7,-7.1,87,0.39999999999999947
24,-5.9,-7.5,40,1.5999999999999996
25,-5,-5.1,97,0.09999999999999964
26,-4,-4,100,0
27,-3,-2.5,92,-0.5
28,-2,-3.3,67,1.2999999999999998
29,-1,-0.4,72,-0.6
30,0,0.6,75,-0.6
31,0.9,1.9,50,-0.9999999999999999
32,1.7,0.1,30,1.5999999999999999
33,2.3,2,87,0.2999999999999998
34,2.8,3.9,82,-1.1
35,3.2,2.4,80,0.8000000000000003
36,3.4,2.4,80,1
37,3.5,3.6,100,-0.10000000000000009
38,3.5,3.7,97,-0.20000000000000018
39,3.3,3.9,87,-0.6000000000000001
40,3.1,2.1,57,1
41,2.8,3.7,92,-0.9000000000000004
42,2.4,2,72,0.3999999999999999
43,1.9,0.6,35,1.2999999999999998
44,1.5,0.6,57,0.9
45,1.1,1.1,100,0
46,0.7,1.8,52,-1.1
47,0.4,0.3,100,0.10000000000000003
48,0.2,0.4,100,-0.2
49,0,-0.7,77,0.7
50,0,0.2,95,-0.2
51,0,0.1,95,-0.1
52,0.2,-0.2,92,0.4
53,0.4,-0.5,82,0.9
54,0.7,0.8,95,-0.10000000000000009
55,1.1,1.2,100,-0.09999999999999987
56,1.5,1.6,97,-0.10000000000000009
57,1.9,2.9,45,-1
58,2.4,3.2,80,-0.8000000000000003
59,2.8,2.1,60,0.6999999999999997
60,3.1,3.5,97,-0.3999999999999999
61,3.3,3.8,92,-0.5
62,3.5,4.5,35,-1
63,3.5,4.4,35,-0.9000000000000004
64,3.4,3.3,100,0.10000000000000009
65,3.2,2.8,95,0.40000000000000036
66,2.8,3.7,92,-0.9000000000000004
67,2.3,2.5,85,-0.20000000000000018
68,1.7,2,70,-0.30000000000000004
69,0.9,1,95,-0.09999999999999998
70,0,-0.2,97,0.2
71,-1,-0.5,77,-0.5
72,-2,-2.1,97,0.10000000000000009
73,-3,-3,100,0
74,-4,-4.5,87,0.5
75,-5,-5.6,77,0.5999999999999996
76,-5.9,-5.8,95,-0.10000000000000053
77,-6.7,-6,62,-0.7000000000000002
78,-7.3,-6.7,85,-0.5999999999999996
79,-7.8,-7.7,100,-0.09999999999999964
80,-8.1,-7.6,100,-0.5
81,-8.2,-8.7,97,0.5
