#,original,noisy,hamming,input delta
0,10,10.4,100,-0.40000000000000036
1,9.9,10.2,100,-0.29999999999999893
2,9.5,9.1,100,0.40000000000000036
3,8.9,8.5,92,0.40000000000000036
4,8,7.5,82,0.5
5,7,7,100,0
6,5.8,5.4,92,0.39999999999999947
7,4.4,4.3,97,0.10000000000000053
8,3,2.8,97,0.20000000000000018
9,1.5,2,65,-0.5
10,0,0,100,0
11,-1.5,0.2,12,-1.7
12,-2.9,-3.4,87,0.5
13,-4.2,-4.6,90,0.39999999999999947
14,-5.3,-6.3,40,1
15,-6.3,-6.4,92,0.10000000000000053
16,-7.1,-6.4,77,-0.6999999999999993
17,-7.7,-8.1,100,0.39999999999999947
18,-8,-7.5,97,-0.5
19,-8.2,-7.9,100,-0.29999999999999893
20,-8.1,-8.9,95,0.8000000000000007
21,-7.8,-7.7,100,-0.09999999999999964
22,-7.3,-7.3,100,0
23,-6.7,-6.7,100,0
24,-5.9,-6.5,62,0.5999999999999996
25,-5,-5.1,97,0.09999999999999964
26,-4,-3.5,77,-0.5
27,-3,-2.8,95,-0.20000000000000018
28,-2,-1.8,95,-0.19999999999999996
29,-1,-1.3,62,0.30000000000000004
30,0,0.2,95,-0.2
31,0.9,0.9,100,0
32,1.7,2.3,57,-0.5999999999999999
33,2.3,1.8,62,0.4999999999999998
34,2.8,3,97,-0.20000000000000018
35,3.2,3.3,100,-0.09999999999999964
36,3.4,3.9,87,-0.5
37,3.5,3.7,97,-0.20000000000000018
38,3.5,3.6,100,-0.10000000000000009
39,3.3,2.8,95,0.5
40,3.1,2.4,82,0.7000000000000002
41,2.8,2.4,85,0.3999999999999999
42,2.4,1.3,20,1.0999999999999999
43,1.9,2.4,62,-0.5
44,1.5,1.5,100,0
45,1.1,0.9,92,0.20000000000000007
46,0.7,0.2,72,0.49999999999999994
47,0.4,0.5,95,-0.09999999999999998
48,0.2,0.6,80,-0.39999999999999997
49,0,1,55,-1
50,0,-0.9,65,0.9
51,0,0.3,95,-0.3
52,0.2,0,95,0.2
53,0.4,0.9,65,-0.5
54,0.7,0.6,92,0.09999999999999998
55,1.1,1.3,97,-0.19999999999999996
56,1.5,1.7,92,-0.19999999999999996
57,1.9,1.7,80,0.19999999999999996
58,2.4,1.8,47,0.5999999999999999
59,2.8,3.5,95,-0.7000000000000002
60,3.1,3.3,97,-0.19999999999999973
61,3.3,3.8,92,-0.5
62,3.5,3.9,87,-0.3999999999999999
63,3.5,3.4,100,0.10000000000000009
64,3.4,2.7,85,0.6999999999999997
65,3.2,2.4,80,0.8000000000000003
66,2.8,2.4,85,0.3999999999999999
67,2.3,1.8,62,0.4999999999999998
68,1.7,3.2,22,-1.5000000000000002
69,0.9,1.4,85,-0.4999999999999999
70,0,-0.4,92,0.4
71,-1,-1,100,0
72,-2,-2.4,82,0.3999999999999999
73,-3,-2.7,95,-0.2999999999999998
74,-4,-3.4,75,-0.6000000000000001
75,-5,-4.6,95,-0.40000000000000036
76,-5.9,-5.6,85,-0.3000000000000007
77,-6.7,-6.7,100,0
78,-7.3,-7.3,100,0
79,-7.8,-6.4,72,-1.3999999999999995
80,-8.1,-8.5,100,0.40000000000000036
81,-8.2,-7.8,100,-0.39999999999999947
