#,original,noisy,hamming,input delta
0,10,12.6,100,-2.5999999999999996
1,9.9,9,100,0.9000000000000004
2,9.5,9.1,100,0.40000000000000036
3,8.9,12.3,100,-3.4000000000000004
4,8,8.9,95,-0.9000000000000004
5,7,7.3,95,-0.2999999999999998
6,5.8,7.2,90,-1.4000000000000004
7,4.4,3,10,1.4000000000000004
8,3,6,0,-3
9,1.5,3,0,-1.5
10,0,-1.5,0,1.5
11,-1.5,-0.3,0,-1.2
12,-2.9,-3.4,75,0.5
13,-4.2,-5.3,97,1.0999999999999996
14,-5.3,-2.4,15,-2.9
15,-6.3,-7.4,95,1.1000000000000005
16,-7.1,-6.1,42,-1
17,-7.7,-9.1,100,1.3999999999999995
18,-8,-8.5,100,0.5
19,-8.2,-11,90,2.8000000000000007
20,-8.1,-11.2,65,3.0999999999999996
21,-7.8,-5,0,-2.8
22,-7.3,-8.1,100,0.7999999999999998
23,-6.7,-7.4,100,0.7000000000000002
24,-5.9,-7.5,37,1.5999999999999996
25,-5,-3.3,50,-1.7000000000000002
26,-4,-2.3,5,-1.7000000000000002
27,-3,-2.2,42,-0.7999999999999998
28,-2,-1.1,77,-0.8999999999999999
29,-1,-0.8,77,-0.19999999999999996
30,0,-0.5,27,0.5
31,0.9,1.7,0,-0.7999999999999999
32,1.7,2,37,-0.30000000000000004
33,2.3,3.7,0,-1.4000000000000004
34,2.8,4,7,-1.2000000000000002
35,3.2,4.4,7,-1.2000000000000002
36,3.4,4.5,20,-1.1
37,3.5,1.5,0,2
38,3.5,6.5,0,-3
39,3.3,2.3,0,1
40,3.1,2.1,0,1
41,2.8,3.9,5,-1.1
42,2.4,1,0,1.4
43,1.9,2.1,57,-0.20000000000000018
44,1.5,2.7,0,-1.2000000000000002
45,1.1,-1.5,0,2.6
46,0.7,-0.5,2,1.2
47,0.4,1.4,0,-0.9999999999999999
48,0.2,-2.7,0,2.9000000000000004
49,0,-1.9,0,1.9
50,0,-0.4,47,0.4
51,0,3.3,0,-3.3
52,0.2,-0.2,47,0.4
53,0.4,0.6,60,-0.19999999999999996
54,0.7,-1,5,1.7
55,1.1,2.8,0,-1.6999999999999997
56,1.5,0.9,0,0.6
57,1.9,3.4,0,-1.5
58,2.4,6.4,0,-4
59,2.8,2.9,90,-0.10000000000000009
60,3.1,4,17,-0.8999999999999999
61,3.3,0.7,0,2.5999999999999996
62,3.5,1.6,0,1.9
63,3.5,2.5,0,1
64,3.4,2.4,0,1
65,3.2,4.4,7,-1.2000000000000002
66,2.8,4.8,2,-2
