#,original,noisy,hamming,input delta
0,10,9.8,100,0.1999999999999993
1,9.9,10,100,-0.09999999999999964
2,9.5,9.3,100,0.1999999999999993
3,8.9,8.8,100,0.09999999999999964
4,8,8.1,100,-0.09999999999999964
5,7,6.9,100,0.09999999999999964
6,5.8,5.6,100,0.20000000000000018
7,4.4,4.4,100,0
8,3,3.2,52,-0.20000000000000018
9,1.5,1.5,100,0
10,0,0,100,0
11,-1.5,-1.4,97,-0.10000000000000009
12,-2.9,-2.9,100,0
13,-4.2,-4.2,100,0
14,-5.3,-5.4,100,0.10000000000000053
15,-6.3,-6.2,100,-0.09999999999999964
16,-7.1,-7.1,100,0
17,-7.7,-7.7,100,0
18,-8,-8,100,0
19,-8.2,-8.4,100,0.20000000000000107
20,-8.1,-8.2,100,0.09999999999999964
21,-7.8,-7.7,100,-0.09999999999999964
22,-7.3,-7.4,100,0.10000000000000053
23,-6.7,-6.8,100,0.09999999999999964
24,-5.9,-5.9,100,0
25,-5,-5.2,97,0.20000000000000018
26,-4,-3.9,100,-0.10000000000000009
27,-3,-3.2,97,0.20000000000000018
28,-2,-1.9,100,-0.10000000000000009
29,-1,-0.8,77,-0.19999999999999996
30,0,0.1,67,-0.1
31,0.9,1,70,-0.09999999999999998
32,1.7,1.7,100,0
33,2.3,2.1,57,0.19999999999999973
34,2.8,2.8,100,0
35,3.2,3.2,100,0
36,3.4,3.2,65,0.19999999999999973
37,3.5,3.5,100,0
38,3.5,3.6,97,-0.10000000000000009
39,3.3,3.1,70,0.19999999999999973
40,3.1,3.2,82,-0.10000000000000009
41,2.8,2.8,100,0
42,2.4,2.5,95,-0.10000000000000009
43,1.9,1.8,67,0.09999999999999987
44,1.5,1.4,82,0.10000000000000009
45,1.1,1.2,85,-0.09999999999999987
46,0.7,0.8,82,-0.10000000000000009
47,0.4,0.4,100,0
48,0.2,0.2,100,0
49,0,-0.2,85,0.2
50,0,0.1,67,-0.1
51,0,0,100,0
52,0.2,0.1,67,0.1
53,0.4,0.4,100,0
54,0.7,0.5,57,0.19999999999999996
55,1.1,1,72,0.10000000000000009
56,1.5,1.4,82,0.10000000000000009
57,1.9,1.8,67,0.09999999999999987
58,2.4,2.3,75,0.10000000000000009
59,2.8,2.9,90,-0.10000000000000009
60,3.1,3,70,0.10000000000000009
61,3.3,3.4,77,-0.10000000000000009
62,3.5,3.5,100,0
63,3.5,3.6,97,-0.10000000000000009
64,3.4,3.4,100,0
65,3.2,3.2,100,0
66,2.8,2.8,100,0
67,2.3,2.3,100,0
68,1.7,1.8,77,-0.10000000000000009
69,0.9,1.1,45,-0.20000000000000007
70,0,0.1,67,-0.1
71,-1,-1.2,90,0.19999999999999996
72,-2,-2.1,100,0.10000000000000009
73,-3,-3,100,0
74,-4,-3.9,100,-0.10000000000000009
75,-5,-5.1,100,0.09999999999999964
76,-5.9,-6,97,0.09999999999999964
77,-6.7,-6.6,100,-0.10000000000000053
78,-7.3,-7.2,100,-0.09999999999999964
79,-7.8,-7.8,100,0
80,-8.1,-8.1,100,0
81,-8.2,-8.1,100,-0.09999999999999964
82,-8,-8.1,100,0.09999999999999964
83,-7.7,-7.7,100,0
84,-7.1,-7.2,100,0.10000000000000053
85,-6.3,-6.3,100,0
86,-5.3,-5.3,100,0
87,-4.2,-4.2,100,0
88,-2.9,-2.9,100,0
89,-1.5,-1.5,100,0
90,0,-0.1,95,0.1
91,1.5,1.3,42,0.19999999999999996
92,3,3,100,0
93,4.4,4.4,100,0
94,5.8,5.7,100,0.09999999999999964
95,7,7,100,0
96,8,8.1,100,-0.09999999999999964
97,8.9,8.9,100,0
98,9.5,9.5,100,0
99,9.9,9.9,100,0
100,10,10.1,100,-0.09999999999999964
101,9.9,10.2,100,-0.29999999999999893
102,9.5,9.5,100,0
103,8.9,8.9,100,0
104,8,8.1,100,-0.09999999999999964
105,7,7,100,0
106,5.8,5.6,100,0.20000000000000018
107,4.4,4.4,100,0
108,3,3,100,0
109,1.5,1.5,100,0
110,0,0,100,0
111,-1.5,-1.6,95,0.10000000000000009
112,-2.9,-3,87,0.10000000000000009
113,-4.2,-4.2,100,0
114,-5.3,-5.3,100,0
115,-6.3,-6.2,100,-0.09999999999999964
