#,original,noisy,hamming,input delta
0,10,9.7,100,0.3000000000000007
1,9.9,9.8,100,0.09999999999999964
2,9.5,9.4,100,0.09999999999999964
3,8.9,9.3,100,-0.40000000000000036
4,8,8.7,95,-0.6999999999999993
5,7,6.1,92,0.9000000000000004
6,5.8,5.9,100,-0.10000000000000053
7,4.4,4.7,70,-0.2999999999999998
8,3,2.1,5,0.8999999999999999
9,1.5,1.8,30,-0.30000000000000004
10,0,0.1,67,-0.1
11,-1.5,-3,30,1.5
12,-2.9,-2.7,95,-0.19999999999999973
13,-4.2,-2.9,27,-1.3000000000000003
14,-5.3,-4.6,97,-0.7000000000000002
15,-6.3,-6.1,47,-0.20000000000000018
16,-7.1,-7,100,-0.09999999999999964
17,-7.7,-7.6,100,-0.10000000000000053
18,-8,-9,100,1
19,-8.2,-7.9,100,-0.29999999999999893
20,-8.1,-7.8,100,-0.2999999999999998
21,-7.8,-7.9,100,0.10000000000000053
22,-7.3,-7.6,100,0.2999999999999998
23,-6.7,-6.2,95,-0.5
24,-5.9,-6,97,0.09999999999999964
25,-5,-4,97,-1
26,-4,-4.7,97,0.7000000000000002
27,-3,-3.5,80,0.5
28,-2,-1.4,85,-0.6000000000000001
29,-1,-2.1,75,1.1
30,0,0.3,17,-0.3
31,0.9,1.4,0,-0.4999999999999999
32,1.7,1.8,77,-0.10000000000000009
33,2.3,1.5,0,0.7999999999999998
34,2.8,2.7,87,0.09999999999999964
35,3.2,3.4,65,-0.19999999999999973
36,3.4,3.4,100,0
37,3.5,3.6,97,-0.10000000000000009
38,3.5,3.6,97,-0.10000000000000009
39,3.3,3.7,57,-0.40000000000000036
40,3.1,3,70,0.10000000000000009
41,2.8,2.9,90,-0.10000000000000009
42,2.4,2.1,32,0.2999999999999998
43,1.9,2.2,37,-0.30000000000000027
44,1.5,1.6,70,-0.10000000000000009
45,1.1,1.5,17,-0.3999999999999999
46,0.7,0.9,62,-0.20000000000000007
47,0.4,0.3,82,0.10000000000000003
48,0.2,0.4,62,-0.2
49,0,-0.6,7,0.6
50,0,0.3,17,-0.3
51,0,-0.3,70,0.3
52,0.2,0.1,67,0.1
53,0.4,0.8,25,-0.4
54,0.7,0.4,42,0.29999999999999993
55,1.1,0,0,1.1
56,1.5,2.4,0,-0.8999999999999999
57,1.9,1.5,5,0.3999999999999999
58,2.4,2,15,0.3999999999999999
59,2.8,2.9,90,-0.10000000000000009
60,3.1,4,17,-0.8999999999999999
61,3.3,3.2,87,0.09999999999999964
62,3.5,3.3,67,0.20000000000000018
63,3.5,4.4,37,-0.9000000000000004
64,3.4,3.7,77,-0.30000000000000027
65,3.2,3.3,87,-0.09999999999999964
66,2.8,2.2,12,0.5999999999999996
67,2.3,2.7,35,-0.40000000000000036
68,1.7,1.3,20,0.3999999999999999
69,0.9,1.7,0,-0.7999999999999999
70,0,-0.2,85,0.2
71,-1,-1.1,95,0.10000000000000009
72,-2,-2.2,97,0.20000000000000018
73,-3,-1.4,27,-1.6
74,-4,-3.7,100,-0.2999999999999998
75,-5,-5,100,0
76,-5.9,-5.5,65,-0.40000000000000036
77,-6.7,-6.6,100,-0.10000000000000053
78,-7.3,-8,100,0.7000000000000002
79,-7.8,-7.9,100,0.10000000000000053
80,-8.1,-8.4,100,0.3000000000000007
81,-8.2,-8.1,100,-0.09999999999999964
82,-8,-8.2,100,0.1999999999999993
83,-7.7,-8,100,0.2999999999999998
84,-7.1,-7.3,100,0.20000000000000018
85,-6.3,-5.5,7,-0.7999999999999998
86,-5.3,-4.6,97,-0.7000000000000002
87,-4.2,-4.6,100,0.39999999999999947
88,-2.9,-3.2,85,0.30000000000000027
89,-1.5,-0.9,72,-0.6
90,0,-1,2,1
91,1.5,1,2,0.5
92,3,2,0,1
93,4.4,4.1,75,0.3000000000000007
94,5.8,5.9,100,-0.10000000000000053
95,7,6.1,92,0.9000000000000004
96,8,8.1,100,-0.09999999999999964
97,8.9,7.9,40,1
98,9.5,9.7,100,-0.1999999999999993
99,9.9,9.6,100,0.3000000000000007
