#,original,noisy,hamming,input delta
0,10,10.3,100,-0.3000000000000007
1,9.9,10.1,100,-0.1999999999999993
2,9.5,10.4,100,-0.9000000000000004
3,8.9,8.5,100,0.40000000000000036
4,8,7,5,1
5,7,6.6,95,0.40000000000000036
6,5.8,4.9,65,0.8999999999999995
7,4.4,6.3,25,-1.8999999999999995
8,3,2.6,20,0.3999999999999999
9,1.5,-0.1,0,1.6
10,0,1.6,0,-1.6
11,-1.5,-1.7,92,0.19999999999999996
12,-2.9,-3.1,87,0.20000000000000018
13,-4.2,-4.5,100,0.2999999999999998
14,-5.3,-4.6,97,-0.7000000000000002
15,-6.3,-8,95,1.7000000000000002
16,-7.1,-6.5,95,-0.5999999999999996
17,-7.7,-7.7,100,0
18,-8,-8.6,100,0.5999999999999996
19,-8.2,-8.4,100,0.20000000000000107
20,-8.1,-7.7,100,-0.39999999999999947
21,-7.8,-6.1,42,-1.7000000000000002
22,-7.3,-6.6,100,-0.7000000000000002
23,-6.7,-6.7,100,0
24,-5.9,-4.9,62,-1
25,-5,-5.5,97,0.5
26,-4,-4.5,97,0.5
27,-3,-3,100,0
28,-2,-2.8,55,0.7999999999999998
29,-1,-1.5,87,0.5
30,0,0.1,67,-0.1
31,0.9,1.1,45,-0.20000000000000007
32,1.7,1.5,45,0.19999999999999996
33,2.3,2.9,27,-0.6000000000000001
34,2.8,3.6,2,-0.8000000000000003
35,3.2,3.4,65,-0.19999999999999973
36,3.4,2.1,0,1.2999999999999998
37,3.5,4.2,47,-0.7000000000000002
38,3.5,4.6,15,-1.0999999999999996
39,3.3,4.5,10,-1.2000000000000002
40,3.1,2.8,32,0.30000000000000027
41,2.8,2.7,87,0.09999999999999964
42,2.4,2.6,75,-0.20000000000000018
43,1.9,2.9,0,-1
44,1.5,1.1,17,0.3999999999999999
45,1.1,0,0,1.1
46,0.7,0.4,42,0.29999999999999993
47,0.4,-0.6,32,1
48,0.2,0.5,47,-0.3
49,0,-0.2,85,0.2
50,0,-0.7,5,0.7
51,0,-0.8,5,0.8
52,0.2,1.2,0,-1
53,0.4,1.3,0,-0.9
54,0.7,1.1,15,-0.40000000000000013
55,1.1,2.3,0,-1.1999999999999997
56,1.5,-1.2,0,2.7
57,1.9,2.5,10,-0.6000000000000001
58,2.4,2.9,35,-0.5
59,2.8,3.2,17,-0.40000000000000036
60,3.1,3.2,82,-0.10000000000000009
61,3.3,3.8,50,-0.5
62,3.5,4.4,37,-0.9000000000000004
63,3.5,4.5,25,-1
64,3.4,2.3,0,1.1
65,3.2,2.9,25,0.30000000000000027
66,2.8,4,7,-1.2000000000000002
67,2.3,2,32,0.2999999999999998
68,1.7,2,37,-0.30000000000000004
69,0.9,1.5,0,-0.6
70,0,0.3,17,-0.3
71,-1,0.9,0,-1.9
72,-2,-2.3,82,0.2999999999999998
73,-3,-3.2,97,0.20000000000000018
74,-4,-3.2,45,-0.7999999999999998
75,-5,-5.6,95,0.5999999999999996
76,-5.9,-6.3,42,0.39999999999999947
77,-6.7,-7.1,100,0.39999999999999947
78,-7.3,-7.9,100,0.6000000000000005
79,-7.8,-9.1,100,1.2999999999999998
80,-8.1,-7.4,100,-0.6999999999999993
81,-8.2,-8.3,100,0.10000000000000142
82,-8,-7.7,100,-0.2999999999999998
83,-7.7,-8.2,100,0.4999999999999991
84,-7.1,-6.9,100,-0.1999999999999993
85,-6.3,-6.9,95,0.6000000000000005
86,-5.3,-5.9,65,0.6000000000000005
87,-4.2,-2.8,25,-1.4000000000000004
88,-2.9,-2.8,97,-0.10000000000000009
89,-1.5,-1.4,97,-0.10000000000000009
90,0,0.3,17,-0.3
91,1.5,0.4,0,1.1
92,3,4.1,15,-1.0999999999999996
93,4.4,3.6,40,0.8000000000000003
94,5.8,5.6,100,0.20000000000000018
95,7,6.4,95,0.5999999999999996
96,8,8,100,0
97,8.9,9.7,100,-0.7999999999999989
98,9.5,9,100,0.5
99,9.9,9.5,100,0.40000000000000036
100,10,10.4,100,-0.40000000000000036
101,9.9,9.9,100,0
102,9.5,9,100,0.5
103,8.9,8.5,100,0.40000000000000036
104,8,7.9,45,0.09999999999999964
105,7,6.8,100,0.20000000000000018
106,5.8,5.5,100,0.2999999999999998
107,4.4,4.1,75,0.3000000000000007
108,3,3.6,15,-0.6000000000000001
109,1.5,1,2,0.5
110,0,-1.7,0,1.7
111,-1.5,-0.6,25,-0.9
112,-2.9,-2.9,100,0
113,-4.2,-4.7,100,0.5
114,-5.3,-4.8,97,-0.5
115,-6.3,-6.4,100,0.10000000000000053
116,-7.1,-7,100,-0.09999999999999964
117,-7.7,-8.1,100,0.39999999999999947
118,-8,-6.9,100,-1.0999999999999996
119,-8.2,-8.8,100,0.6000000000000014
120,-8.1,-6.9,100,-1.1999999999999993
121,-7.8,-8.1,100,0.2999999999999998
122,-7.3,-6.7,100,-0.5999999999999996
123,-6.7,-8.9,100,2.2
124,-5.9,-6,97,0.09999999999999964
125,-5,-3.8,97,-1.2000000000000002
126,-4,-5.6,92,1.5999999999999996
127,-3,-1.8,42,-1.2
128,-2,-2.3,82,0.2999999999999998
129,-1,-2.6,40,1.6
130,0,0.4,15,-0.4
131,0.9,-0.4,2,1.3
132,1.7,1.5,45,0.19999999999999996
133,2.3,2.5,77,-0.20000000000000018
134,2.8,3.2,17,-0.40000000000000036
135,3.2,2.4,0,0.8000000000000003
136,3.4,3.8,70,-0.3999999999999999
137,3.5,3.5,100,0
138,3.5,5.5,0,-2
139,3.3,2.9,15,0.3999999999999999
140,3.1,3.9,20,-0.7999999999999998
141,2.8,2,0,0.7999999999999998
142,2.4,3.4,0,-1
143,1.9,2,87,-0.10000000000000009
144,1.5,1.2,20,0.30000000000000004
145,1.1,1,72,0.10000000000000009
146,0.7,1.5,0,-0.8
147,0.4,1,7,-0.6
148,0.2,-0.1,40,0.30000000000000004
149,0,-0.6,7,0.6
150,0,-0.4,47,0.4
151,0,-0.3,70,0.3
152,0.2,0.3,75,-0.09999999999999998
153,0.4,-0.3,30,0.7
154,0.7,1,40,-0.30000000000000004
155,1.1,-0.3,0,1.4000000000000001
156,1.5,1,2,0.5
157,1.9,1.8,67,0.09999999999999987
158,2.4,2.9,35,-0.5
159,2.8,3.9,5,-1.1
160,3.1,3.5,37,-0.3999999999999999
161,3.3,4.5,10,-1.2000000000000002
162,3.5,3.7,90,-0.20000000000000018
163,3.5,3.5,100,0
164,3.4,2.9,7,0.5
165,3.2,3.2,100,0
166,2.8,3.1,32,-0.30000000000000027
167,2.3,2.9,27,-0.6000000000000001
168,1.7,1.5,45,0.19999999999999996
169,0.9,0.1,0,0.8
170,0,-0.8,5,0.8
171,-1,-1.3,92,0.30000000000000004
172,-2,-1.2,80,-0.8
173,-3,-2.9,87,-0.10000000000000009
174,-4,-3.2,45,-0.7999999999999998
175,-5,-5.6,95,0.5999999999999996
176,-5.9,-5.3,65,-0.6000000000000005
177,-6.7,-7.1,100,0.39999999999999947
178,-7.3,-6.7,100,-0.5999999999999996
179,-7.8,-6.1,42,-1.7000000000000002
180,-8.1,-9.6,100,1.5
181,-8.2,-6.7,100,-1.4999999999999991
182,-8,-6.7,100,-1.2999999999999998
183,-7.7,-8.9,100,1.2000000000000002
184,-7.1,-7.1,100,0
185,-6.3,-6.5,100,0.20000000000000018
186,-5.3,-4.9,97,-0.39999999999999947
187,-4.2,-3.9,97,-0.30000000000000027
188,-2.9,-1.4,40,-1.5
189,-1.5,-2.9,42,1.4
190,0,0.2,35,-0.2
191,1.5,1.5,100,0
192,3,3.3,40,-0.2999999999999998
193,4.4,3.7,47,0.7000000000000002
194,5.8,5.1,70,0.7000000000000002
195,7,6.7,95,0.2999999999999998
196,8,7.4,17,0.5999999999999996
197,8.9,9.3,100,-0.40000000000000036
198,9.5,9.3,100,0.1999999999999993
199,9.9,10.4,100,-0.5
Average,58.875
