0,10.3
1,10.1
2,10.4
3,8.5
4,7
5,6.6
6,4.9
7,6.3
8,2.6
9,-0.1
10,1.6
11,-1.7
12,-3.1
13,-4.5
14,-4.6
15,-8
16,-6.5
17,-7.7
18,-8.6
19,-8.4
20,-7.7
21,-6.1
22,-6.6
23,-6.7
24,-4.9
25,-5.5
26,-4.5
27,-3
28,-2.8
29,-1.5
30,0.1
31,1.1
32,1.5
33,2.9
34,3.6
35,3.4
36,2.1
37,4.2
38,4.6
39,4.5
40,2.8
41,2.7
42,2.6
43,2.9
44,1.1
45,0
46,0.4
47,-0.6
48,0.5
49,-0.2
50,-0.7
51,-0.8
52,1.2
53,1.3
54,1.1
55,2.3
56,-1.2
57,2.5
58,2.9
59,3.2
60,3.2
61,3.8
62,4.4
63,4.5
64,2.3
65,2.9
66,4
67,2
68,2
69,1.5
70,0.3
71,0.9
72,-2.3
73,-3.2
74,-3.2
75,-5.6
76,-6.3
77,-7.1
78,-7.9
79,-9.1
80,-7.4
81,-8.3
82,-7.7
83,-8.2
84,-6.9
85,-6.9
86,-5.9
87,-2.8
88,-2.8
89,-1.4
90,0.3
91,0.4
92,4.1
93,3.6
94,5.6
95,6.4
96,8
97,9.7
98,9
99,9.5
100,10.4
101,9.9
102,9
103,8.5
104,7.9
105,6.8
106,5.5
107,4.1
108,3.6
109,1
110,-1.7
111,-0.6
112,-2.9
113,-4.7
114,-4.8
115,-6.4
116,-7
117,-8.1
118,-6.9
119,-8.8
120,-6.9
121,-8.1
122,-6.7
123,-8.9
124,-6
125,-3.8
126,-5.6
127,-1.8
128,-2.3
129,-2.6
130,0.4
131,-0.4
132,1.5
133,2.5
134,3.2
135,2.4
136,3.8
137,3.5
138,5.5
139,2.9
140,3.9
141,2
142,3.4
143,2
144,1.2
145,1
146,1.5
147,1
148,-0.1
149,-0.6
150,-0.4
151,-0.3
152,0.3
153,-0.3
154,1
155,-0.3
156,1
157,1.8
158,2.9
159,3.9
160,3.5
161,4.5
162,3.7
163,3.5
164,2.9
165,3.2
166,3.1
167,2.9
168,1.5
169,0.1
170,-0.8
171,-1.3
172,-1.2
173,-2.9
174,-3.2
175,-5.6
176,-5.3
177,-7.1
178,-6.7
179,-6.1
180,-9.6
181,-6.7
182,-6.7
183,-8.9
184,-7.1
185,-6.5
186,-4.9
187,-3.9
188,-1.4
189,-2.9
190,0.2
191,1.5
192,3.3
193,3.7
194,5.1
195,6.7
196,7.4
197,9.3
198,9.3
199,10.4
