0,10
1,9.7
2,9.6
3,9.4
4,8.5
5,7.8
6,5.7
7,4
8,2.9
9,2
10,0.2
11,-1.8
12,-3
13,-4.5
14,-5.2
15,-6.4
16,-7.5
17,-7.9
18,-8.6
19,-8
20,-7.9
21,-7.5
22,-6.9
23,-7
24,-5.8
25,-4.7
26,-4
27,-3
28,-2.1
29,-0.6
30,-0.5
31,0.9
32,1.7
33,2.5
34,2.7
35,3.5
36,3.3
37,3.6
38,3.3
39,3.7
40,3
41,2.4
42,2.7
43,2.4
44,1.4
45,0.9
46,0.6
47,0.1
48,-0.1
49,0
50,0
51,0.2
52,0.1
53,0.8
54,0.8
55,1.3
56,1.5
57,1.6
58,2.3
59,2.8
60,2.6
61,3.3
62,3.5
63,3.1
64,3
65,3.3
66,2.8
67,2.8
68,1.4
69,0.7
70,-0.2
71,-1
72,-1.6
73,-3.4
74,-3.5
75,-5.3
76,-5.1
77,-6.9
78,-7.3
79,-7.9
80,-8.2
81,-7.6
82,-7.6
83,-7.7
84,-7.5
85,-6.5
86,-4.9
87,-4.5
88,-2.7
89,-1.5
90,0.3
91,1.2
92,2.7
93,4.1
94,5.9
95,7
96,7.6
97,8.9
98,9.2
99,10.2
100,10.4
101,9.9
102,9.1
103,9
104,8.5
105,7.5
106,5.3
107,5
108,2.7
109,0.8
110,-0.1
111,-1.8
112,-2.5
113,-4
114,-5.1
115,-6.6
116,-7.3
117,-7.6
118,-7.9
119,-8.3
120,-8.5
121,-8.3
122,-7.7
123,-7
124,-5.9
125,-4.8
126,-3.5
127,-3.3
128,-1.7
129,-0.9
130,0
131,1.5
132,1.4
133,2.1
134,2.1
135,2.8
136,3.7
137,3.5
138,3.6
139,3.5
140,3
141,2.9
142,2.3
143,2.5
144,1.5
145,0.5
146,0.9
147,0.6
148,0.2
149,-0.4
150,0.2
151,0.9
152,0.4
153,-0.2
154,0.4
155,1.1
156,1.8
157,1.3
158,2.4
159,3.3
160,3.2
161,3.4
162,4
163,3.4
164,3
165,3.2
166,2.6
167,1.8
168,1.8
169,1.3
170,-0.2
171,-0.6
172,-2.2
173,-3
174,-3.7
175,-4.4
176,-6.1
177,-7.3
178,-7.3
179,-7.6
180,-8.5
181,-8.4
182,-8.1
183,-7.4
184,-7.6
185,-6.1
186,-4.6
187,-3.9
188,-2.9
189,-1.6
190,0
191,1.5
192,3.1
193,4.6
194,6.2
195,7.3
196,8.1
197,8.2
198,9.5
199,9.9
